storeId,storeName,postalCode,latitude,longitude
299791,PetSmart,75206,32.84273161,-96.77027381
299792,PetSmart,75204,32.80288132,-96.79259496
326359,REI - Dallas,75207,32.7851243,-96.81702925
349874,Rent EBoards DFW,75230,32.89544885,-96.80364875
368111,Shoe Carnival,75323,59.85382321,17.6597501
373916,Sportson Uppsala,75216,32.71009245,-96.8015795
373955,Sun & Ski Sports,75237,32.6597765,-96.8733235
374176,The Home Depot,75231,32.8694174,-96.7690201
374361,The Home Depot,75225,32.8642935,-96.7742085
374362,The Home Depot,75237,32.6597765,-96.8733235
378514,The Home Depot,75234,32.950638,-96.865057
389276,The Home Depot,75226,32.7859376,-96.7745169
407116,The Home Depot,75210,32.7756247,-96.76378465
407117,The Home Depot,75228,32.83515655,-96.67722785
407118,Trek Bicycle Dallas Park Cities,75211,32.7632203,-96.9008918
407119,Walmart,75211,32.7190631,-96.87676625
410426,Walmart,75234,32.93475955,-96.9009138
415387,Walmart,75214,32.85702205,-96.75271045
415608,Walmart Supercenter,75238,32.86457255,-96.7017587
416091,Walmart Supercenter,75218,32.83500695,-96.701742
416092,Westlake Ace Hardware,75225,32.85088425,-96.80919165
417110,YETI - McKinney Street,75237,32.6491599,-96.86030685
